   0.00000000      -8.74227766E-08
  0.389418334      -1.12928510    
  0.717356086      -1.86407816    
  0.932039082      -1.94769526    
  0.999573588      -1.35092628    
  0.909297407     -0.282239705    
  0.675463140      0.885040998    
  0.334988207       1.74315155    
  -5.83741926E-02   1.99232924    
 -0.442520559       1.54552865    
 -0.756802499      0.558830678    
 -0.951602101     -0.623082876    
 -0.996164620      -1.58733630    
 -0.883454502      -1.99708664    
 -0.631266713      -1.70919752    
 -0.279415488     -0.824235797    
  0.116549298      0.348653704    
  0.494113505       1.39974999    
  0.793668032       1.96187246    
  0.967919648       1.83865690    
  0.989358246       1.07314479    
  0.854598582      -6.72462285E-02
  0.584917009      -1.18414772    
  0.222890094      -1.88739121    
 -0.174327150      -1.93131542    
 -0.544021130      -1.30057466    
 -0.827826798     -0.215505272    
 -0.980936289      0.944843054    
 -0.979177773       1.77513397    
 -0.822828352       1.98531866    
 -0.536572933       1.50197363    
 -0.165603608      0.493945330    
  0.231510013     -0.686628938    
  0.592073381      -1.62734735    
  0.859162033      -1.99958587    
  0.990607381      -1.67331052    
  0.965657651     -0.762499094    
  0.788251936      0.414671868    
  0.486398846       1.44698930    
  0.107753269       1.97383118    
 -0.287903309       1.81115615    
 -0.638106406       1.01579142    
 -0.887567580     -0.134415135    
 -0.996900141      -1.23766983    
 -0.948844373      -1.90857029    
 -0.750987232      -1.91275144    
 -0.434565961      -1.24875271    
  -4.95344996E-02 -0.148528099    
  0.343315631       1.00357842    
  0.681963921       1.80510938    
  0.912945271       1.97606301    
  0.999792874       1.45672274    
  0.928794801      0.428502351    
  0.711160660     -0.749400318    
  0.381250143      -1.66552138    
  -8.85130931E-03  -1.99982369    
 -0.397555321      -1.63553357    
 -0.723495543     -0.699900091    
 -0.935210168      0.480222970    
 -0.999275982       1.49259627    
 -0.905578375       1.98355782    
 -0.668910086       1.78160906    
 -0.326634049      0.957289398    
   6.72088340E-02 -0.201433942    
  0.450440943      -1.28979683    
  0.762558460      -1.92759109    
  0.954284966      -1.89202571    
  0.995351017      -1.19551849    
  0.879272699      -8.13867599E-02
  0.624376833       1.06118202    
  0.270905793       1.83304358    
 -0.125335246       1.96457350    
 -0.501790285       1.40981925    
 -0.799021959      0.362578511    
 -0.970105827     -0.811327696    
 -0.988031626      -1.70180774    
 -0.849969268      -1.99780023    
 -0.577714086      -1.59590256    
 -0.214251801     -0.636513233    
  0.183036104      0.545234680    
  0.551426709       1.53651011    
  0.832760334       1.99104106    
  0.982617736       1.75004375    
  0.977342367      0.897708178    
  0.817764938     -0.268228740    
  0.529082716      -1.34045935    
  0.156867087      -1.94443119    
 -0.240110859      -1.86915791    
 -0.599184036      -1.14093542    
 -0.863658547      -1.41457729E-02
 -0.991778851       1.11757910    
 -0.963319838       1.85890341    
 -0.782774985       1.95086086    
 -0.478645235       1.36132693    
  -9.89473835E-02  0.296237171    
  0.296368569     -0.872330666    
  0.644897878      -1.73616982    
  0.891609550      -1.99351728    
  0.997557461      -1.55447137    
  0.946011841     -0.572399378    
  0.745113134      0.609622478    
