   0.00000000       1.73205078    
  0.389418334      0.864880681    
  0.717356086     -0.304417163    
  0.932039082      -1.36737335    
  0.999573588      -1.95266652    
  0.909297407      -1.85583723    
  0.675463140      -1.11071026    
  0.334988207       2.24194843E-02
  -5.83741926E-02   1.14771748    
 -0.442520559       1.87208474    
 -0.756802499       1.94247925    
 -0.951602101       1.33430934    
 -0.996164620      0.260027170    
 -0.883454502     -0.905089974    
 -0.631266713      -1.75403368    
 -0.279415488      -1.99024236    
  0.116549298      -1.53120232    
  0.494113505     -0.537270308    
  0.793668032      0.644347131    
  0.967919648       1.60087526    
  0.989358246       1.99817085    
  0.854598582       1.69744813    
  0.584917009      0.803757250    
  0.222890094     -0.370707661    
 -0.174327150      -1.41567528    
 -0.544021130      -1.96610582    
 -0.827826798      -1.82972038    
 -0.980936289      -1.05416048    
 -0.979177773       8.96484852E-02
 -0.822828352       1.20214057    
 -0.536572933       1.89468992    
 -0.165603608       1.92536867    
  0.231510013       1.28346288    
  0.592073381      0.193204999    
  0.859162033     -0.964545012    
  0.990607381      -1.78535128    
  0.965657651      -1.98248219    
  0.788251936      -1.48707676    
  0.486398846     -0.472191483    
  0.107753269      0.707644105    
 -0.287903309       1.64027894    
 -0.638106406       1.99991643    
 -0.887567580       1.66092682    
 -0.996900141      0.741727054    
 -0.948844373     -0.436579645    
 -0.750987232      -1.46237636    
 -0.434565961      -1.97732234    
  -4.95344996E-02  -1.80153346    
  0.343315631     -0.996416986    
  0.681963921      0.156777069    
  0.912945271       1.25520432    
  0.999792874       1.91515195    
  0.928794801       1.90608239    
  0.711160660       1.23116052    
  0.381250143      0.126163408    
  -8.85130931E-03  -1.02290606    
 -0.397555321      -1.81464994    
 -0.723495543      -1.97248101    
 -0.935210168      -1.44126582    
 -0.999275982     -0.406578720    
 -0.905578375      0.770137310    
 -0.668910086       1.67782772    
 -0.326634049       1.99940038    
   6.72088340E-02   1.62252414    
  0.450440943      0.678856373    
  0.762558460     -0.501954257    
  0.954284966      -1.50742364    
  0.995351017      -1.98630190    
  0.879272699      -1.77130759    
  0.624376833     -0.937546670    
  0.270905793      0.223724559    
 -0.125335246       1.30684853    
 -0.501790285       1.93344736    
 -0.799021959       1.88463819    
 -0.970105827       1.17747200    
 -0.988031626       5.89829646E-02
 -0.849969268      -1.08011687    
 -0.577714086      -1.84189498    
 -0.214251801      -1.96024787    
  0.183036104      -1.39383018    
  0.551426709     -0.340509951    
  0.832760334      0.831766605    
  0.982617736       1.71347713    
  0.977342367       1.99662316    
  0.817764938       1.58229089    
  0.529082716      0.615221620    
  0.156867087     -0.566768587    
 -0.240110859      -1.55076385    
 -0.599184036      -1.99303603    
 -0.863658547      -1.73908210    
 -0.991778851     -0.877619624    
 -0.963319838      0.290426642    
 -0.782774985       1.35701215    
 -0.478645235       1.94955826    
  -9.89473835E-02   1.86106539    
  0.296368569       1.12244570    
  0.644897878      -8.27180594E-03
  0.891609550      -1.13609982    
  0.997557461      -1.86706018    
  0.946011841      -1.94579959    
  0.745113134      -1.34481299    
